;Geslacht;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
64359;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2013;248;61
64360;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2014;268;63
64361;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2015;243;46
64362;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2016;227;31
64363;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2017;230;41
64364;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2018;208;40
64365;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2019;196;32
64366;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2020;188;33
64367;Mannen;Hoger beroepsonderwijs;0231 Vreemde talen;2021;202;51
64368;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2010;0;0
64369;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2011;0;0
64370;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2012;0;0
64371;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2013;0;0
64372;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2014;0;0
64373;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2015;0;0
64374;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2016;0;0
64375;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2017;0;0
64376;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2018;0;0
64377;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2019;0;0
64378;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2020;0;0
64379;Mannen;Hoger beroepsonderwijs;0232 Moedertaal, literatuur-, taalwe...;2021;0;0
64380;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2010;9613;2109
64381;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2011;9434;1954
64382;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2012;9243;1837
64383;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2013;9384;1727
64384;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2014;9183;1615
64385;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2015;8848;1417
64386;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2016;8539;1474
64387;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2017;8296;1526
64388;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2018;7861;1343
64389;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2019;7892;1530
64390;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2020;8205;1724
64391;Mannen;Hoger beroepsonderwijs;03 Journalistiek, gedrag en maatschappij;2021;8033;1532
64392;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2010;0;0
64393;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2011;0;0
64394;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2012;0;0
64395;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2013;0;0
64396;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2014;0;0
64397;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2015;0;0
64398;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2016;0;0
64399;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2017;0;0
64400;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2018;0;0
64401;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2019;0;0
64402;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2020;0;0
64403;Mannen;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2021;0;0
64404;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2010;0;0
64405;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2011;0;0
64406;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2012;0;0
64407;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2013;0;0
64408;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2014;0;0
64409;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2015;0;0
64410;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2016;0;0
64411;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2017;0;0
64412;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2018;0;0
64413;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2019;0;0
64414;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2020;0;0
64415;Mannen;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2021;0;0
64416;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2010;2585;715
64417;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2011;2341;624
64418;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2012;2451;617
64419;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2013;2605;607
64420;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2014;2656;575
64421;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2015;2628;494
64422;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2016;2714;546
64423;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2017;2690;555
64424;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2018;2832;618
64425;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2019;2990;701
64426;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2020;3398;780
64427;Mannen;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2021;3527;725
64428;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2010;0;0
64429;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2011;0;0
64430;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2012;0;0
64431;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2013;0;0
64432;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2014;0;0
64433;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2015;0;0
64434;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2016;0;0
64435;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2017;0;0
64436;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2018;0;0
64437;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2019;0;0
64438;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2020;0;0
64439;Mannen;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2021;0;0
64440;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2010;661;160
64441;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2011;15;0
64442;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2012;12;0
64443;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2013;6;0
64444;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2014;4;0
64445;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2015;0;0
64446;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2016;0;0
64447;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2017;0;0
64448;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2018;0;0
64449;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2019;0;0
64450;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2020;0;0
64451;Mannen;Hoger beroepsonderwijs;0311 Economie en econometrie;2021;0;0
64452;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2010;0;0
64453;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2011;0;0
64454;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2012;0;0
64455;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2013;0;0
64456;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2014;0;0
64457;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2015;0;0
64458;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2016;0;0
64459;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2017;0;0
64460;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2018;0;0
64461;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2019;0;0
64462;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2020;0;0
64463;Mannen;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2021;0;0
64464;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2010;1539;466
64465;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2011;1883;507
64466;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2012;1967;498
64467;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2013;2085;454
64468;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2014;2063;436
64469;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2015;2009;357
64470;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2016;2029;387
64471;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2017;2018;414
64472;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2018;2121;448
64473;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2019;2253;529
64474;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2020;2563;598
64475;Mannen;Hoger beroepsonderwijs;0313 Psychologie;2021;2682;570
64476;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2010;385;89
64477;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2011;443;117
64478;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2012;472;119
64479;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2013;514;153
64480;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2014;589;139
64481;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2015;619;137
64482;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2016;685;159
64483;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2017;672;141
64484;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2018;711;170
64485;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2019;737;172
64486;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2020;835;182
64487;Mannen;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2021;845;155
64488;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2010;7028;1394
64489;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2011;7093;1330
64490;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2012;6792;1220
64491;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2013;6779;1120
64492;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2014;6527;1040
64493;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2015;6220;923
64494;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2016;5825;928
64495;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2017;5606;971
64496;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2018;5029;725
64497;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2019;4902;829
64498;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2020;4807;944
64499;Mannen;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2021;4506;807
64500;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2010;0;0
64501;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2011;0;0
64502;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2012;0;0
64503;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2013;0;0
64504;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2014;0;0
64505;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2015;0;0
64506;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2016;0;0
64507;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2017;0;0
64508;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2018;0;0
64509;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2019;0;0
64510;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2020;0;0
64511;Mannen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2021;0;0
64512;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2010;6844;1366
64513;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2011;6906;1306
64514;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2012;6584;1174
64515;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2013;6573;1095
64516;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2014;6361;1032
64517;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2015;6101;923
64518;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2016;5749;928
64519;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2017;5558;971
64520;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2018;5006;725
64521;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2019;4901;829
64522;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2020;4806;944
64523;Mannen;Hoger beroepsonderwijs;0321 Journalistiek;2021;4506;807
64524;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2010;184;28
64525;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2011;187;24
64526;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2012;208;46
64527;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2013;206;25
64528;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2014;166;8
64529;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2015;119;0
64530;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2016;76;0
64531;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2017;48;0
64532;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2018;23;0
64533;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2019;1;0
64534;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2020;1;0
64535;Mannen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2021;0;0
64536;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2010;66967;16491
64537;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2011;70473;17098
64538;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2012;70323;16353
64539;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2013;73360;16661
64540;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2014;74484;16116
64541;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2015;73018;14463
64542;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2016;72996;15131
64543;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2017;73816;16002
64544;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2018;73815;16303
64545;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2019;74372;16325
64546;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2020;77463;17617
64547;Mannen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2021;76885;16221
64548;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2010;0;0
64549;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2011;0;0
64550;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2012;0;0
64551;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2013;0;0
64552;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2014;0;0
64553;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2015;0;0
64554;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2016;0;0
64555;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2017;0;0
64556;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2018;0;0
64557;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2019;0;0
64558;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2020;0;0
64559;Mannen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2021;0;0
64560;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2010;0;0
64561;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2011;0;0
64562;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2012;0;0
64563;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2013;0;0
64564;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2014;0;0
64565;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2015;0;0
64566;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2016;0;0
64567;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2017;0;0
64568;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2018;0;0
64569;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2019;0;0
64570;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2020;0;0
64571;Mannen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2021;0;0
64572;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2010;63159;15417
64573;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2011;66489;16027
64574;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2012;66336;15329
64575;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2013;69105;15584
64576;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2014;70314;15136
64577;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2015;68999;13609
64578;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2016;68906;14173
64579;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2017;69707;15013
64580;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2018;69748;15309
64581;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2019;70366;15316
64582;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2020;73239;16491
64583;Mannen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2021;72677;15115
64584;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2010;0;0
64585;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2011;0;0
64586;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2012;0;0
64587;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2013;0;0
64588;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2014;0;0
64589;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2015;0;0
64590;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2016;0;0
64591;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2017;0;0
64592;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2018;0;0
64593;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2019;0;0
64594;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2020;0;0
64595;Mannen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2021;0;0
64596;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2010;13560;3375
64597;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2011;14948;3974
64598;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2012;14860;3723
64599;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2013;15623;3887
64600;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2014;15389;3395
64601;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2015;14971;3029
64602;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2016;14482;2928
64603;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2017;13927;2864
64604;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2018;13468;2800
64605;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2019;12970;2539
64606;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2020;12949;2559
64607;Mannen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2021;12357;2303
64608;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2010;1391;300
64609;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2011;1461;340
64610;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2012;1372;274
64611;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2013;1307;241
64612;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2014;1274;243
64613;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2015;1229;247
64614;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2016;1184;247
64615;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2017;1134;204
64616;Mannen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2018;698;9
